cnpj,raiz_cnpj,matriz_filial,razao_social,opcao_pelo_simples,capital_social
14063825000160,14063825,MATRIZ,SIMPLEZ CONSULTORIA LTDA,NAO,10000
14147860000167,14147860,MATRIZ,HADAS SERVICOS DE CONSULTORIA EM INFORMATICA LTDA,NAO,10000
14220191000101,14220191,MATRIZ,NEURON CONSULTORIA LTDA,SIM,60000
14371565000190,14371565,MATRIZ,SIKUR CONSULTORIA E GESTAO EMPRESARIAL LTDA.,NAO,7424177
14470857000180,14470857,MATRIZ,LERMEN SYSTEMS LTDA,SIM,10000
14513770000142,14513770,MATRIZ,RED COMMERCE CONSULTORIA E RECRUTAMENTO LTDA,NAO,1246300
14533121000103,14533121,MATRIZ,SEVENIT - CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,NAO,98000
14557997000190,14557997,MATRIZ,INFRACERTA CONSULTORIA LTDA,NAO,6000
14686366000170,14686366,MATRIZ,CONNECT TELEINFORMATICA E CONSULTORIA LTDA,NAO,50000
14699691000178,14699691,MATRIZ,RETAIL CONSULT KSR - SOLUCOES PARA VAREJO LTDA,NAO,155690
14808197000102,14808197,MATRIZ,MURATA TECNOLOGIA DA INFORMACAO LTDA,SIM,20000
14816976000141,14816976,MATRIZ,JOBYLWARE SISTEMAS LTDA,SIM,10000
14911562000100,14911562,MATRIZ,PRATICA CERTIFICACAO DIGITAL LTDA.,SIM,300000
15083648000146,15083648,MATRIZ,KNOW HOW ASSESSORIA EMPRESARIAL LTDA,NAO,10000
15111904000161,15111904,MATRIZ,MLV PRODUTOS E SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA,NAO,120000
15251078000156,15251078,MATRIZ,ROSSI & ZAMBON INFORMATICA LTDA,NAO,10000
15371741000156,15371741,MATRIZ,INTELLYTWO NEGOCIOS & SERVICOS LTDA,NAO,80000
15793046000182,15793046,MATRIZ,MUJEIKO & EICHLER PARTICIPACOES SA,NAO,243146
16528380000171,16528380,MATRIZ,AKQUINET HKS SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA,NAO,30000
16539305000106,16539305,MATRIZ,UPY SISTEMAS LTDA,NAO,20000
16584899000177,16584899,MATRIZ,SMART SKY SERVICOS LTDA,NAO,20000
16644671000125,16644671,MATRIZ,ANESTECH TECNOLOGIA DA INFORMACAO LTDA,NAO,202706
16800966000143,16800966,MATRIZ,RIC MAIS PARANA LTDA.,NAO,1160000
16801310000145,16801310,MATRIZ,SERCOMPE TECNOLOGIA EM SOFTWARE LTDA,NAO,10000
16890759000127,16890759,MATRIZ,RISKOFIT TECNOLOGIA APLICADA LTDA,NAO,302000
17011419000141,17011419,MATRIZ,UHLIG & KOROVSKY TECNOLOGIA LTDA.,SIM,65000
17052172000101,17052172,MATRIZ,BROWNPIPE CONSULTORIA EM SEGURANCA DA INFORMACAO LTDA.,NAO,10000
17128605000165,17128605,MATRIZ,DIMAT SOLUTIONS - CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,NAO,10000
17437312000160,17437312,MATRIZ,HGSOFT TECNOLOGIA EIRELI,SIM,104500
17654009000119,17654009,MATRIZ,ACE ASSESSORIA E CONSULTORIA EM INFORMATICA EIRELI,NAO,95400
17871176000111,17871176,MATRIZ,BATISTA GESTAO EM SAUDE EIRELI,NAO,10000
17915726000157,17915726,MATRIZ,SMARTI CONSULTORIA E SERVICOS DE TI LTDA,SIM,12000
17948237000100,17948237,MATRIZ,DEFINITE IT TECNOLOGIA DA INFORMACAO LTDA,NAO,10000
17949442000181,17949442,MATRIZ,MALGUEIRO SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA,SIM,10000
18173795000103,18173795,MATRIZ,TEXVN INFORMATICA - EIRELI,SIM,70000
18319172000198,18319172,MATRIZ,TEKOA INFORMACAO E CONECTIVIDADE LTDA,NAO,1000000
18435752000140,18435752,MATRIZ,OKTOPLUS FIDELIDADE LTDA,NAO,799664
18615479000136,18615479,MATRIZ,NEOEP - ENGENHARIA DE PRODUCAO LTDA,NAO,460000
18630834000146,18630834,MATRIZ,TINO TECH INFORMATICA LTDA,NAO,20000
18771570000140,18771570,MATRIZ,VALTECH BRASIL TECNOLOGIA DIGITAL LTDA,NAO,775300
18796297000109,18796297,MATRIZ,PLANO B CONSULTORIA LTDA,SIM,10000
18843171000148,18843171,MATRIZ,BTI ESTRATEGICA CONSULTORIA EM TI LTDA,SIM,10000
19021905000176,19021905,MATRIZ,SUMMIT NETWORKS LTDA,NAO,308100
19122334000166,19122334,MATRIZ,MIDIA CLASS EDITORA LTDA,SIM,10000
19301105000109,19301105,MATRIZ,IMPLEMENTTI TECNOLOGIA EIRELI,SIM,95400
19387204000155,19387204,MATRIZ,M4 GARANTIA CONSULTORIA LTDA,NAO,3504400
19440549000125,19440549,MATRIZ,CTX CONSULTORIA LTDA.,SIM,200000
19688509000105,19688509,MATRIZ,SOCIUM IT CONSULTORIA LTDA,NAO,20000
19716266000163,19716266,MATRIZ,AQL CONSULTORIA EMPRESARIAL E TECNOLOGIA DA INFORMACAO LTDA,SIM,30000
19942131000116,19942131,MATRIZ,AIRWAVE BRASIL TECNOLOGIA LTDA,NAO,25000
19967832000100,19967832,MATRIZ,WORK OUT CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,SIM,10000
20007959000166,20007959,MATRIZ,HYPERCLOUD CONSULTORIA E COMERCIO DE TECNOLOGIA LTDA,NAO,100000
20013675000182,20013675,MATRIZ,KEPHA MENTORIA DE PROJETOS TECNOLOGICOS LTDA,SIM,200000
20093970000196,20093970,MATRIZ,PLICPLAC DESENVOLVIMENTO WEB LTDA.,SIM,10000
20375185000126,20375185,MATRIZ,N. L DA VISITACAO & CIA. LTDA,NAO,25000
20791217000174,20791217,MATRIZ,DOMVS TECNOLOGIA DA INFORMACAO LTDA,NAO,10000
20925274000107,20925274,MATRIZ,TRUE WORK CONSULTORIA E DESENVOLVIMENTO DE SISTEMAS LTDA,NAO,15000
20945553000124,20945553,MATRIZ,ND DESENVOLVIMENTO E CONSULTORIA LTDA,NAO,75000
20980996000156,20980996,MATRIZ,SMA IT SOLUTIONS LTDA,NAO,20000
21295146000181,21295146,MATRIZ,FLM TECNOLOGIA EIRELI,SIM,100000
21388085000105,21388085,MATRIZ,FELICIO CONSULTORIA EIRELI,SIM,98000
21423671000135,21423671,MATRIZ,PORTER GROUP S.A.,NAO,1100000
21491167000172,21491167,MATRIZ,INCA CONSULTORIA DESENVOLVIMENTO E INDUSTRIALIZACAO DE TECNOLOGIAS INOVADORAS EIRELI,SIM,80000
21505378000117,21505378,MATRIZ,BRID CONSULTORIA E SOLUCOES LTDA,NAO,500000
21513996000109,21513996,MATRIZ,PROPUS SCIENCE TECNOLOGIA DA INFORMACAO LTDA,NAO,10000
21584489000166,21584489,MATRIZ,UNICORN TECNOLOGIA E PARTICIPACOES EIRELI,NAO,350000
21682068000178,21682068,MATRIZ,QEXPERT CONSULTORIA EM BUSINESS INTELLIGENCE LTDA.,NAO,45000
21728376000197,21728376,MATRIZ,CSX SOLUCOES LTDA,SIM,30000
21812398000130,21812398,MATRIZ,MRJP CONSULTORIA EM INFORMATICA S/A,NAO,30000
21884232000120,21884232,MATRIZ,NIMBUS NETWORK TECNOLOGIA DA INFORMACAO LTDA,SIM,30000
21916782000183,21916782,MATRIZ,DAYBACK ENERGIA ESTRATEGICA LTDA,SIM,50000
21932891000194,21932891,MATRIZ,AGGRANDIZE SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA,NAO,63000
21935427000151,21935427,MATRIZ,PSAINFO PRESTACAO DE SERVICOS DE INFORMATICA LTDA,NAO,80000
21969334000148,21969334,MATRIZ,TRIVIO TECNOLOGIA LTDA,SIM,129000
21979785000166,21979785,MATRIZ,CENTRO DE TREINAMENTO SAO MATEUS EIRELI,NAO,78800
22007582000170,22007582,MATRIZ,ABSOFT SOLUCOES INTELIGENTES LTDA,SIM,10000
22182361000139,22182361,MATRIZ,DEV4YOU CONSULTORIA EM TECNOLOGIA DA INFORMACAO E PROCESSAMENTO DE DADOS EIRELI,NAO,93700
22282839000100,22282839,MATRIZ,GREATSOFT SISTEMAS DE INFORMACAO LTDA.,NAO,20000
22370057000115,22370057,MATRIZ,DWU SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA,SIM,42000
22487718000197,22487718,MATRIZ,EXITOS EFICIENCIA EM INFORMACAO E TECNOLOGIA LTDA,NAO,30000
22516315000129,22516315,MATRIZ,EGROUP CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,NAO,15000
22546577000136,22546577,MATRIZ,AVEERE COMERCIO E SERVICOS EM TECNOLOGIA LTDA,NAO,99000
22778608000184,22778608,MATRIZ,NEXITERA CONSULTORIA E SOLUCOES EM TI SA.,NAO,7600691
22940419000166,22940419,MATRIZ,CONAZ TECNOLOGIA S.A,NAO,3483690
22981457000167,22981457,MATRIZ,IDEATOS SOLUCOES EM TECNOLOGIA EIRELI,SIM,99800
23065417000138,23065417,MATRIZ,TRUBR TECHNOLOGY LTDA,SIM,10000
23201941000199,23201941,MATRIZ,DOUGLAS CAETANO JEREMIAS,SIM,10000
23244090000161,23244090,MATRIZ,THEKLA CONSULTORIA DE SISTEMAS EIRELI,SIM,80000
23316396000186,23316396,MATRIZ,BATTISTI & BATTISTI - CONSULTORIA EMPRESARIAL LTDA,SIM,20000
23450854000175,23450854,MATRIZ,WS TECH - SOLUCOES EM T I EIRELI,SIM,115000
23507330000173,23507330,MATRIZ,DIEGO GAFFORELLI PERFEITO,SIM,10000
23516468000139,23516468,MATRIZ,APPIX - INOVACAO EM TECNOLOGIA DA INFORMACAO LTDA,NAO,100000
23595125000107,23595125,MATRIZ,TRESOR BRASIL CONSULTORIA EIRELI,NAO,80000
23635781000196,23635781,MATRIZ,SOLLAR ONE TECNOLOGIA LTDA,NAO,80000
23773859000139,23773859,MATRIZ,ATM 2 SOLUCOES EM TECNOLOGIA LTDA,SIM,10000
24153353000190,24153353,MATRIZ,SELFLESS PRODUTORA LTDA,SIM,100000
24196301000109,24196301,MATRIZ,TRIXX SERVICOS DE INFORMACAO LTDA,NAO,10000
24232219000184,24232219,MATRIZ,UP CONTACT CENTER EIRELI,SIM,89000
24232254000101,24232254,MATRIZ,BERGHAHN DESENVOLVIMENTO DE NEGOCIOS LTDA,SIM,20000
24353595000127,24353595,MATRIZ,EXITUS EMPRESARIAL CONSULTORIA EIRELI,SIM,90000
24362619000104,24362619,MATRIZ,CCS NEGOCIOS & ASSESSORIA EIRELI,SIM,88000
24582772000147,24582772,MATRIZ,"GOI & PEREZ CONSULTORIA, SERVICOS, VENDAS E LOCACOES LTDA",NAO,15000
24586847000168,24586847,MATRIZ,PIXELWOLF CONSULTORIA EM TECNOLOGIA LTDA,NAO,20000
24608207000101,24608207,MATRIZ,MULTIPLA ARQUITETURA E GERENCIAMENTO DE SERVICOS LTDA,SIM,25000
24642438000131,24642438,MATRIZ,ALF CONSULTORIA LTDA,NAO,15000
24642661000189,24642661,MATRIZ,4SOLVE SOFTWARES LTDA,SIM,20000
24688226000195,24688226,MATRIZ,MV TECH SOLUCOES TECNOLOGICAS LTDA,SIM,10000
24762992000152,24762992,MATRIZ,DECOSTORE INFORMACAO E TECNOLOGIA LTDA.,SIM,100000
24980717000105,24980717,MATRIZ,R. A. DE ARAUJO ANTONIAZZI GEOPROCESSAMENTO E TOPOGRAFIA,SIM,6000
25239083000105,25239083,MATRIZ,ESCOTTA CONSULTORIA LTDA,NAO,200000
25245543000108,25245543,MATRIZ,UNI ENTERPRISE SOLUCOES INTELIGENTES EIRELI,SIM,110000
25275126000108,25275126,MATRIZ,ARC TECNOLOGIA E DESENVOLVIMENTO LTDA,NAO,75000
25275641000180,25275641,MATRIZ,PRISMATECH ASSESSORIA EM SISTEMAS DE INFORMATICA EIRELI,SIM,90000
25285557000147,25285557,MATRIZ,ROBOTIMIZE LTDA,SIM,88000
25341444000111,25341444,MATRIZ,CORE SOLUTIONS - AUTOMACAO TECNOLOGICA LTDA,SIM,13000
25533119000150,25533119,MATRIZ,WARP TECNOLOGIA LTDA,SIM,25000
26114425000115,26114425,MATRIZ,EUQUEROINVESTIR TECNOLOGIA LTDA,NAO,88000
26116642000144,26116642,MATRIZ,GP VENTURES LTDA,NAO,600000
26126319000151,26126319,MATRIZ,PERFORMANCE PROCESSOS SUPORTE E CONSULTORIA EM GESTAO EMPRESARIAL EIRELI,NAO,110000
26181064000120,26181064,MATRIZ,MAPA SA - CONSULTORIA E ANALISES SOCIOAMBIENTAIS LTDA,SIM,10000
26214713000141,26214713,MATRIZ,N&J PARTNERS CONSULTORIA E SERVICOS EM INFORMATICA LTDA,NAO,10000
26225132000105,26225132,MATRIZ,INTERANET SOLUCOES EM TI LTDA,SIM,500000
26263353000178,26263353,MATRIZ,BM SISTEMAS DE ANALISE DE DADOS EIRELI,SIM,93700
26346174000102,26346174,MATRIZ,42 SOLUCOES DIGITAIS LTDA,NAO,10000
26468924000100,26468924,MATRIZ,X4 AUTOMACOES LTDA,SIM,10000
26469808000106,26469808,MATRIZ,INLINE TECNOLOGIA EIRELI,SIM,95400
26686159000103,26686159,MATRIZ,AD SOLUCOES DIGITAIS LTDA,SIM,50000
26756002000107,26756002,MATRIZ,ROMARIO ROSA DE ALMEIDA GESTAO EM SAUDE EIRELI,SIM,88000
26771369000191,26771369,MATRIZ,DHARMA DIGITAL - CONSULTORIA E ASSESSORIA DE GESTAO COMERCIAL LTDA.,SIM,10000
26893432000162,26893432,MATRIZ,LSB CRONOS GESTAO DE PRODUCAO LTDA,NAO,10000
26960108000110,26960108,MATRIZ,OPENCONNECT SISTEMAS DE INFORMACAO E TECNOLOGIA LTDA,SIM,10000
27003628000105,27003628,MATRIZ,H SOURCE IT TECNOLOGIA DA INFORMACAO LTDA.,NAO,790000
27090363000111,27090363,MATRIZ,ZERO TI TECNOLOGIA DA INFORMACAO LTDA,SIM,101010
27100089000114,27100089,MATRIZ,DDS CONSULTORIA EM TECNOLOGIA DA INFORMACAO EIRELI,SIM,93700
27106994000181,27106994,MATRIZ,ANDREIA APARECIDA DE OLIVEIRA CORDEIRO EIRELI,SIM,93700
27299019000137,27299019,MATRIZ,ITA INFRA ESTRUTURA DE TELECOM EIRELI,SIM,100000
27372850000177,27372850,MATRIZ,GUEDES CONSULTORES LTDA.,NAO,20000
27456547000152,27456547,MATRIZ,SEO EXPERTS CONSULTORIA EM TECNOLOGIA DA INFORMATICA EIRELI,SIM,93700
27481416000125,27481416,MATRIZ,WLAN REDES SEM FIO SERVICOS EM TECNOLOGIA LTDA,SIM,15000
27649569000139,27649569,MATRIZ,H. DE PAULA SOUZA JUNIOR - CONSULTORIA EM INFORMATICA,SIM,10000
27667548000146,27667548,MATRIZ,HS2 SERVICOS E SOLUCOES DE INFORMATICA LTDA,NAO,100000
27982288000101,27982288,MATRIZ,I. RAMOS & SANTOS CONSULTORIA E ASSESSORIA LTDA,SIM,10000
28027289000151,28027289,MATRIZ,PARTNER SHARE ASSESSORIA E CONSULTORIA EM INFORMATICA EIRELI,NAO,150000
28027477000180,28027477,MATRIZ,CONSULEXPRESS ASSESSORIA E CONSULTORIA EM INFORMATICA EIRELI,NAO,150000
28082914000168,28082914,MATRIZ,RAVAGLIO E SAAB TECNOLOGIA E GESTAO LTDA,SIM,10000
28218561000180,28218561,MATRIZ,BCS ASSESSORIA E CONSULTORIA EM INFORMATICA EIRELI,NAO,150000
28232830000163,28232830,MATRIZ,RODRIGO ARDIGO CONSULTORIA,SIM,10000
28241746000106,28241746,MATRIZ,WITCRED CONSULTORIA EIRELI,SIM,95000
28336299000179,28336299,MATRIZ,PROGRES TECNOLOGIA LTDA,SIM,10000
28340957000104,28340957,MATRIZ,SS CONSULTORIA LTDA,SIM,10000
28341460000100,28341460,MATRIZ,CDC TECNOLOGIA LTDA,NAO,12000
28396501000158,28396501,MATRIZ,DYCK & SANTOS LTDA,SIM,7500
28494539000163,28494539,MATRIZ,GAMMALINK SERVICO DE INFORMATICA LTDA,NAO,100000
28517714000190,28517714,MATRIZ,WTIT GESTAO E CONSULTORIA DE INFORMATICA LTDA,SIM,10000
29030375000186,29030375,MATRIZ,INDICE INFORMATICA EIRELI,SIM,95000
29040042000138,29040042,MATRIZ,LOY SA,NAO,100000
29116537000101,29116537,MATRIZ,BEXPO TRANSFORMACAO E INOVACAO LTDA,SIM,12000
29152144000145,29152144,MATRIZ,DANIELA CUNHA LIMA,SIM,10000
29190191000183,29190191,MATRIZ,SPIN INTELIGENCIA EMPRESARIAL LTDA,NAO,10000
29230277000192,29230277,MATRIZ,INFOTECH ASSISTENCIA E SUPORTE EM TI LTDA,SIM,6000
29309746000163,29309746,MATRIZ,GO4 TECNOLOGIA DA INFORMACAO LTDA,SIM,960000
29432024000100,29432024,MATRIZ,ITRK TECNOLOGIA DA INFORMACAO LTDA,SIM,60000
29472136000186,29472136,MATRIZ,IT+ GESTAO E TECNOLOGIA - EIRELI,SIM,93700
29636554000161,29636554,MATRIZ,GILGRID APLICATIVOS LTDA,SIM,96000
29723917000104,29723917,MATRIZ,MARCOS FABIANO MENDES DE SIQUEIRA,SIM,10000
29753819000101,29753819,MATRIZ,JLV ENGENHARIA TECNOLOGIA E SOFTWARE LTDA,SIM,50000
29814528000186,29814528,MATRIZ,P2P BUSINESS SOLUTIONS - EIRELI,SIM,100000
29832432000140,29832432,MATRIZ,RAISEHANDS SOLUCOES ONLINE LTDA,SIM,100000
29920323000185,29920323,MATRIZ,TOLFO & KRABBE INFORMATICA LTDA,SIM,12000
29920563000180,29920563,MATRIZ,DPC CONSULTORIA LTDA,NAO,12000
30025695000127,30025695,MATRIZ,IMEDIATUM TECNOLOGIA LTDA,SIM,100000
30033125000189,30033125,MATRIZ,HC CONSULTORIA EM TECNOLOGIA LTDA,SIM,10000
30043931000138,30043931,MATRIZ,TAX PAYMENTS TECNOLOGIA EM MEIOS DE PAGAMENTOS EIRELI,SIM,100000
30148342000114,30148342,MATRIZ,AGRINESS EDGE TECNOLOGIA S.A.,NAO,134478
30280646000130,30280646,MATRIZ,ANGOS STUDIO LTDA,SIM,30000
